"PLACE_NAME","PLACE_TYPE","LATITUDE","LONGITUDE","COUNT(*)"
"Cornhill, in the parish of St. Michael","crimeLocation","51.50853","-0.12574","2"
"Cornmarket","crimeLocation","51.50853","-0.12574","1"
"Cornwall-street","crimeLocation","51.511423","-0.059426","3"
"Cornwell-street","crimeLocation","51.50853","-0.12574","2"
"Corporation-lane","crimeLocation","51.50853","-0.12574","2"
"Cottage grove, Mile-end-road","crimeLocation","51.50853","-0.12574","1"
"Cottage-place, Brompton","crimeLocation","51.50853","-0.12574","1"
"Cotton-street, Poplar","crimeLocation","51.511044","-0.010359","4"
"County Fire Office","crimeLocation","51.50853","-0.12574","1"
"Court of Chancery","crimeLocation","51.50853","-0.12574","3"
"Court of King's Bench","crimeLocation","51.50853","-0.12574","2"
"Court of King's Bench, Guildhall","crimeLocation","51.50853","-0.12574","1"
"Court-street, Long-acre","crimeLocation","51.50853","-0.12574","2"
"Court-yard of St. James's Palace","crimeLocation","51.50853","-0.12574","2"
"Covent Garden","crimeLocation","51.512889","-0.122531","15"
"Covent Garden","defendantHome","51.512889","-0.122531","2"
"Covent Garden Theatre","crimeLocation","","","1"
"Covent Garden market","crimeLocation","51.511994","-0.122796","1"
"Covent Garden theatre","crimeLocation","51.51424","-0.12471","3"
"Covent Garden, near the Theatre","crimeLocation","","","2"
"Covent Garden-Market","crimeLocation","51.511994","-0.122796","1"
"Covent Garden-market","crimeLocation","","","2"
"Covent garden","crimeLocation","","","1"
"Covent garden market","crimeLocation","","","1"
"Covent-Garden","crimeLocation","","","8"
"Covent-Garden","defendantHome","","","6"
"Covent-Garden Theatre","crimeLocation","","","2"
"Covent-Garden market","crimeLocation","","","2"
"Covent-garden","crimeLocation","51.512889","-0.122531","16"
"Covent-garden Theatre","crimeLocation","51.51424","-0.12471","8"
"Covent-garden market","crimeLocation","51.511994","-0.122796","2"
"Covent-garden play-house","crimeLocation","51.50853","-0.12574","1"
"Covent-garden theatre","crimeLocation","","","1"
"Covent-garden-market","crimeLocation","51.511994","-0.122796","4"
"Coventry Court","crimeLocation","51.50853","-0.12574","3"
"Coventry Cross, Petticoat lane","crimeLocation","51.50853","-0.12574","1"
"Coventry Street, St. James's.","crimeLocation","51.510269","-0.132297","1"
"Coventry-street","crimeLocation","51.510269","-0.132297","18"
"Coventry-street Haymarket","crimeLocation","51.50853","-0.12574","3"
"Coventry-street in the Hay market","crimeLocation","51.50853","-0.12574","2"
"Coventry-street, Hay-market","crimeLocation","51.50853","-0.12574","2"
"Coventry-street, Haymarket","crimeLocation","51.50853","-0.12574","2"
"Coventry-street, St. James's","crimeLocation","51.510269","-0.132297","2"
"Coventry-street, near the Hay-market","crimeLocation","51.507265","-0.127833","1"
"Coventty-street","crimeLocation","51.50853","-0.12574","1"
"Coverly's Fields, Mile-end New Town","crimeLocation","51.50853","-0.12574","1"
"Cow Cro","crimeLocation","51.50853","-0.12574","2"
"Cow Cross","crimeLocation","51.532443","-0.119823","6"
"Cow Cross, Smithfield","crimeLocation","51.50853","-0.12574","1"
"Cow Heel-alley","crimeLocation","51.50853","-0.12574","1"
"Cow Lane, West Smithfield","crimeLocation","51.50853","-0.12574","1"
"Cow-Cross","crimeLocation","","","3"
"Cow-Cross-street","crimeLocation","51.50853","-0.12574","2"
"Cow-cross","crimeLocation","51.532443","-0.119823","6"
"Cow-cross, near Smithfield","crimeLocation","","","1"
"Cow-cross-street","crimeLocation","","","3"
"Cow-cross-street, Smithfield","crimeLocation","51.50853","-0.12574","1"
"Cow-cross-street, St. Sepulchre's","crimeLocation","51.50853","-0.12574","1"
"Cow-cross-street, St. Sepulchre-without","crimeLocation","51.50853","-0.12574","1"
"Cow-lane","crimeLocation","51.535291","-0.348537","13"
"Cow-lane into Holborn","crimeLocation","51.51753","-0.12045","1"
"Cow-lane, Smithfield","crimeLocation","51.50853","-0.12574","1"
"Cow-lane, West Smithfield","crimeLocation","51.50853","-0.12574","1"
"Cow-lane, near Snow-hill","crimeLocation","51.507265","-0.127833","2"
"Cowcross-street","crimeLocation","51.520144","-0.10313","2"
"Cowheel-alley, Golden-lane","crimeLocation","51.50853","-0.12574","2"
"Cox's Key","crimeLocation","51.50853","-0.12574","1"
"Cox's key","crimeLocation","","","2"
"Cox's quay","crimeLocation","51.50853","-0.12574","2"
"Cox's-square, Spittalfields","crimeLocation","51.50853","-0.12574","1"
"Crabtree-row","crimeLocation","51.50853","-0.12574","1"
"Cradle-court, St. Mary-Axe","crimeLocation","51.50853","-0.12574","1"
"Craig's court, Charing-cross","crimeLocation","51.50848","-0.12493","2"
"Cranbourn Alley","crimeLocation","51.511192","-0.128817","1"
"Cranbourn Passage, Leceister Square","crimeLocation","51.50853","-0.12574","1"
"Cranbourn-Alley","crimeLocation","51.511227","-0.128839","3"
"Cranbourn-alley","crimeLocation","","","5"
"Cranbourn-lane","crimeLocation","51.50853","-0.12574","1"
"Cranbourn-passage","crimeLocation","51.50853","-0.12574","1"
"Cranbourn-passage, Leicester-square","crimeLocation","51.50853","-0.12574","2"
"Cranbourn-street","crimeLocation","51.511681","-0.127472","4"
"Cranbourne-Alley","crimeLocation","51.50853","-0.12574","2"
"Cranbourne-passage","crimeLocation","51.50853","-0.12574","1"
"Cranbourne-street","crimeLocation","51.50853","-0.12574","3"
"Crane-court, Butcher-row","crimeLocation","51.50853","-0.12574","1"
"Crane-court, Rosemary-lane","crimeLocation","51.50853","-0.12574","1"
"Cranebourn-alley","crimeLocation","51.50853","-0.12574","2"
"Cranford, in the parish of Hesson","crimeLocation","51.50853","-0.12574","2"
"Cratched Friars","crimeLocation","51.50853","-0.12574","1"
"Craven Arms public-house, at Westminster","crimeLocation","51.5","-0.11667","1"
"Craven-Hill, near Bayswater, in the parish of Paddington","crimeLocation","51.516305","-0.179242","2"
"Craven-buildings","crimeLocation","51.50853","-0.12574","1"
"Craven-street","crimeLocation","51.507471","-0.124904","1"
"Craven-street, Fitzroy-square","crimeLocation","51.50853","-0.12574","1"
"Craven-street, Hoxton","crimeLocation","51.53544","-0.08841","1"
"Craven-street, Strand","crimeLocation","51.50853","-0.12574","1"
"Craven-street, in the Strand","crimeLocation","51.507471","-0.124904","1"
"Crawford's-passage, Clerkenwell","crimeLocation","51.52438","-0.11022","1"
"Crawford-mews, Montague-square","crimeLocation","51.50853","-0.12574","1"
"Crawford-street","crimeLocation","51.51994","-0.158665","14"
"Crawford-street, Bryanstone-square","crimeLocation","51.50853","-0.12574","1"
"Crawford-street, Manchester-square","crimeLocation","51.50853","-0.12574","2"
"Crawford-street, Mary-le-bone","crimeLocation","51.52541","-0.16806","1"
"Crawford-street, Marylebone","crimeLocation","51.51887","-0.164519","2"
"Cree-lane, Leadenhall-street","crimeLocation","51.50853","-0.12574","1"
"Creed-Church","crimeLocation","51.50853","-0.12574","1"
"Creed-lane","crimeLocation","51.51344","-0.10111","1"
"Crescent, Bridge-street","crimeLocation","51.50853","-0.12574","2"
"Crescent, New183002180063Bridge-street","crimeLocation","51.50853","-0.12574","1"
"Crescent-mews","crimeLocation","51.50853","-0.12574","2"
"Crescent-street, Euston-square","crimeLocation","51.50853","-0.12574","2"
"Cresent-place","crimeLocation","51.50853","-0.12574","1"
"Creswell-street","crimeLocation","51.50853","-0.12574","1"
"Cricket-ground at Marybone","crimeLocation","51.50853","-0.12574","2"
"Cripple-gate","crimeLocation","51.50853","-0.12574","2"
"Cripplegate","crimeLocation","51.50853","-0.12574","4"
"Cripplegate","defendantHome","51.50853","-0.12574","11"
"Cripplegate Church","crimeLocation","51.50853","-0.12574","2"
"Cripplegate church","crimeLocation","","","2"
"Crispin-street, Spitalfields","crimeLocation","51.518485","-0.076364","2"
"Crispin-street,177501110010 Spitalfields","crimeLocation","51.518485","-0.076364","2"
"Crombie's-row, Commercial-road","crimeLocation","51.50853","-0.12574","2"
"Cromer-street","crimeLocation","51.527919","-0.121371","6"
"Cromer-street, Brunswick-square","crimeLocation","51.50853","-0.12574","1"
"Crooked Billet at the corner of King David-lane","crimeLocation","51.50853","-0.12574","1"
"Crooked Billet public-house, Portsmouth-street, Lincoln's Inn-fields","crimeLocation","51.50853","-0.12574","1"
"Crooked Billet walk, Millbank street, Westminster","crimeLocation","51.5","-0.11667","2"
"Crooked Billet, Kingsland Road","crimeLocation","51.50853","-0.12574","1"
"Crooked-Billet at Clapton","crimeLocation","51.50853","-0.12574","1"
"Crooked-lane","crimeLocation","51.50853","-0.12574","6"
"Cross Keys, Grace-church-street","crimeLocation","51.50853","-0.12574","1"
"Cross Keys, Wood-street","crimeLocation","51.50853","-0.12574","2"
"Cross Keys, in Gracechurch-street","crimeLocation","51.50853","-0.12574","1"
"Cross Keys, public-house, New-street, Mary-le-bone-lane","crimeLocation","43.94155","-122.87655","2"
"Cross Lane","crimeLocation","51.587764","-0.115891","1"
"Cross Street","crimeLocation","51.545015","-0.48123","2"
"Cross-Keys Tavern in Holborn","crimeLocation","51.51753","-0.12045","1"
"Cross-Keys in Wood-street","crimeLocation","51.50853","-0.12574","1"
"Cross-court","crimeLocation","51.463864","-0.090004","1"
"Cross-key's Mews at Mary-le-bone","crimeLocation","51.52541","-0.16806","1"
"Cross-keys Tavern, in Cornhill","crimeLocation","51.51336","-0.08597","1"
"Cross-keys, in Bulstrode-mews","crimeLocation","51.50853","-0.12574","1"
"Cross-lane, Cannon-street","crimeLocation","51.5107","-0.09057","1"
"Cross-lane, Long-acre","crimeLocation","51.50853","-0.12574","3"
"Cross-lane, Saint Giles's","crimeLocation","51.50853","-0.12574","1"
"Cross-lane, St. Dunstan's hill","crimeLocation","51.50853","-0.12574","1"
"Cross-lane, St. Gile's","crimeLocation","51.50853","-0.12574","1"
"Cross-lane, by St. Dunstan's","crimeLocation","51.50853","-0.12574","1"
"Cross-lane, near St. Giles's","crimeLocation","","","1"
"Cross-road, Stepney-green","crimeLocation","51.50853","-0.12574","2"
"Cross-street, City-road","crimeLocation","51.50853","-0.12574","2"
"Cross-street, Grosvenor-square","crimeLocation","51.50853","-0.12574","1"
"Cross-street, Hatton Garden","crimeLocation","51.50853","-0.12574","1"
"Cross-street, Hatton-Garden","crimeLocation","","","1"
"Cross-street, Hatton-garden","crimeLocation","51.50853","-0.12574","2"
"Cross-street, Hoxton","crimeLocation","51.53544","-0.08841","2"
"Cross-street, Islington","crimeLocation","51.539077","-0.100732","4"
"Cross-street, Soho","crimeLocation","51.5144","-0.13535","1"
"Cross-street, St. Giles's","crimeLocation","51.50853","-0.12574","2"
"Crouch end","crimeLocation","51.575998","-0.123894","1"
"Crouch-end","crimeLocation","51.575998","-0.123894","1"
"Crouch-end, near Hornsey","crimeLocation","51.58752","-0.12204","2"
"Crow-court","crimeLocation","51.50853","-0.12574","2"
"Crown Court","crimeLocation","51.513419","-0.120983","2"
"Crown Inn, Holborn","crimeLocation","51.51753","-0.12045","1"
"Crown Tavern in Bow-Lane","crimeLocation","51.51322","-0.09363","1"
"Crown Tavern in Drury Lane","crimeLocation","51.51278","-0.12038","2"
"Crown Tavern in Kingstreet","crimeLocation","51.50853","-0.12574","1"
"Crown alehouse in Duck-Lane","crimeLocation","51.50853","-0.12574","1"
"Crown and Anchor","crimeLocation","51.471351","-0.112861","1"
"Crown and Anchor the Corner of York-street, Covent-Garden","crimeLocation","51.51424","-0.12471","1"
"Crown and Anchor, Strand","crimeLocation","51.50853","-0.12574","2"
"Crown and Mitre, in Little Russel-street, Bloomsbury","crimeLocation","51.52228","-0.12252","1"
"Crown and Sceptre","crimeLocation","51.44501","-0.124872","1"
"Crown and Thistle, in Chandos-street","crimeLocation","51.50853","-0.12574","1"
"Crown and Thistle, public-house, Manor-row, Tower-hill","crimeLocation","51.50853","-0.12574","3"
"Crown at Pentonville","crimeLocation","51.50853","-0.12574","2"
"Crown court Fleetstreet","crimeLocation","51.50853","-0.12574","1"
"Crown in Hog Lane","crimeLocation","51.50853","-0.12574","1"
"Crown in Paul's Alley, St. Paul's Church Yard","crimeLocation","51.50853","-0.12574","1"
"Crown public-house at Chiswick","crimeLocation","51.49271","-0.25801","1"
"Crown public-house, Pulteney-street","crimeLocation","51.50853","-0.12574","1"
"Crown public-house, at Mile-end","crimeLocation","51.52501","-0.03176","2"
"Crown, North-end, Fulham","crimeLocation","51.48026","-0.1993","1"
"Crown, at the corner of Old Cavendish-street","crimeLocation","51.50853","-0.12574","1"
"Crown, public-house, Merlin's-rents, Nightingale-lane","crimeLocation","51.50853","-0.12574","1"
"Crown-court","crimeLocation","51.513419","-0.120983","3"
"Crown-court, Blackfriars","crimeLocation","51.50853","-0.12574","1"
"Crown-court, Broad St","crimeLocation","51.50853","-0.12574","1"
"Crown-court, Cheapside","crimeLocation","51.51409","-0.09394","2"
"Crown-court, Fleet-street","crimeLocation","51.50853","-0.12574","2"
"Crown-court, Liquorpond-street","crimeLocation","51.50853","-0.12574","1"
"Crown-court, Old 'Change","crimeLocation","51.50853","-0.12574","1"
"Crown-court, Philpot-lane","crimeLocation","51.50853","-0.12574","1"
"Crown-court, Rosemary-lane","crimeLocation","51.50853","-0.12574","1"
"Crown-court, Soho","crimeLocation","51.5144","-0.13535","4"
"Crown-court, St. James's","crimeLocation","51.5073","-0.13982","1"
"Crown-court, Westminster","crimeLocation","51.513419","-0.120983","2"
"Crown-street","crimeLocation","51.540176","0.163078","8"
"Crown-street, Bishopagate","crimeLocation","51.50853","-0.12574","1"
"Crown-street, Bishopsgate-street","crimeLocation","51.50853","-0.12574","1"
"Crown-street, Butcher Hall-lane","crimeLocation","51.50853","-0.12574","1"
"Crown-street, Drury-lane","crimeLocation","51.51278","-0.12038","1"
"Crown-street, Finsbur","crimeLocation","51.50853","-0.12574","1"
"Crown-street, Finsbury","crimeLocation","51.52793","-0.10719","9"
"Crown-street, Finsbury square","crimeLocation","51.50853","-0.12574","3"
"Crown-street, Finsbury, in the parish of Shoreditch","crimeLocation","51.52509","-0.07695","1"
"Crown-street, Finsbury-square","crimeLocation","51.50853","-0.12574","7"
"Crown-street, Old-street-road","crimeLocation","51.50853","-0.12574","2"
"Crown-street, Soho","crimeLocation","51.5144","-0.13535","5"
"Crown-street, Soho-square","crimeLocation","51.50853","-0.12574","1"
"Crown-street, St. Ann's, Westminster","crimeLocation","51.5","-0.11667","1"
"Crown-street, St. Giles'","crimeLocation","51.511282","-0.118856","1"
"Crown-street, St. Giles's","crimeLocation","51.50853","-0.12574","1"
"Crown-street, St. Pancras","crimeLocation","51.53333","-0.13333","3"
"Crown-street, Westminster","crimeLocation","51.511282","-0.118856","4"
"Crown-yard, Regent-street","crimeLocation","51.50853","-0.12574","1"
"Crown-yard, Silver-street, Golden-square","crimeLocation","51.50853","-0.12574","2"
"Croydon-street","crimeLocation","51.50853","-0.12574","2"
"Crutched friars","crimeLocation","51.50853","-0.12574","1"
"Crutched-Friers","crimeLocation","51.50853","-0.12574","2"
"Crutched-friars","crimeLocation","51.50853","-0.12574","8"
"Crutchedfriars","crimeLocation","51.50853","-0.12574","1"
"Cudham, in Kent","crimeLocation","51.33774","-0.01596","2"
"Cullum-street","crimeLocation","51.50853","-0.12574","2"
"Cumberland court","crimeLocation","51.513717","-0.159454","1"
"Cumberland-court, Drury-lane","crimeLocation","51.51278","-0.12038","1"
"Cumberland-court, Tottenham Court-road","crimeLocation","51.51659","-0.13083","1"
"Cumberland-mews North","crimeLocation","51.55317","-0.12257","2"
"Cumberland-row, Battle-bridge","crimeLocation","51.50853","-0.12574","1"
"Cumberland-street","crimeLocation","51.488549","-0.14421","2"
"Cumberland-street, Middlesex-hospital","crimeLocation","51.51896","-0.13808","1"
"Cumming-street, Pentonville, in the parish of St. James's, Clerkenwell","crimeLocation","51.52438","-0.11022","1"
"Cummins'-street, Pentonville","crimeLocation","51.50853","-0.12574","2"
"Cursitor-street","crimeLocation","51.51648","-0.11112","7"
"Cursitor-street, Chancery-lane","crimeLocation","51.5161","-0.11203","2"
"Curtain road, Shoreditch","crimeLocation","51.526779","-0.080389","1"
"Curtain-road","crimeLocation","51.526779","-0.080389","7"
"Curtain-road, Shoreditch","crimeLocation","51.526779","-0.080389","1"
"Curzon-street","crimeLocation","51.506516","-0.149295","2"
"Curzon-street, May-fair","crimeLocation","51.50853","-0.12574","2"
"Custom house","crimeLocation","51.527401","-0.007246","2"
"Custom-House Key","crimeLocation","","","1"
"Custom-House-quay","crimeLocation","51.50853","-0.12574","1"
"Custom-house Key","crimeLocation","51.50853","-0.12574","2"
"Custom-house at the West India-docks","crimeLocation","51.50853","-0.12574","1"
"Custom-house quay","crimeLocation","51.50853","-0.12574","3"
"Custom-house road","crimeLocation","51.50853","-0.12574","2"
"Custom-house-key","crimeLocation","51.50853","-0.12574","2"
"Cutler-street","crimeLocation","51.51585","-0.07877","2"
"Cutler-street, Houndsditch","crimeLocation","51.50853","-0.12574","3"
"Cutler-street, St. Botolph, Aldgate","crimeLocation","51.51342","-0.0771","2"
"Dagger's-court, Moorfields","crimeLocation","51.50853","-0.12574","1"
"Dagley-street","crimeLocation","51.50853","-0.12574","1"
"Dalby-terrace, City-road","crimeLocation","51.50853","-0.12574","1"
"Dalston","crimeLocation","51.543402","-0.067228","8"
"Dalston, in the parish of Hackney","crimeLocation","51.55","-0.05","1"
"Dane's-court, Oxford-road","crimeLocation","51.50853","-0.12574","2"
"Darby court, Piccadilly","crimeLocation","51.50853","-0.12574","2"
"Darby-court, Piccadilly","crimeLocation","51.50853","-0.12574","4"
"Dark-entry","crimeLocation","51.50853","-0.12574","1"
"Dark-house-lane","crimeLocation","51.50853","-0.12574","2"
"Darkhouse Lane","crimeLocation","51.50853","-0.12574","2"
"Darkhouse-lane","crimeLocation","51.50853","-0.12574","2"
"Darkhouse-lane and Billings-gate-market","crimeLocation","51.50853","-0.12574","1"
"Dartmouth-row, Westminster","crimeLocation","51.5","-0.11667","2"
"Dartmouth-street, Westminster","crimeLocation","51.500242","-0.131965","3"
"David-street","crimeLocation","51.546823","0.002939","1"
"David-street, Berkley-square","crimeLocation","51.50853","-0.12574","3"
"David-street, Grosvenor-square","crimeLocation","51.50853","-0.12574","2"
"David-street, Hanover-square","crimeLocation","51.50853","-0.12574","2"
"David-street, Portman-square","crimeLocation","51.50853","-0.12574","1"
"Davies-street","crimeLocation","51.51024","-0.147147","3"
"Davies-street, Marylebone","crimeLocation","51.52541","-0.16806","2"
"Davis Mews","crimeLocation","51.513244","-0.147483","2"
"Davis's Hole, Horsleydown","crimeLocation","51.50853","-0.12574","1"
"Davis-street","crimeLocation","51.529097","0.031768","3"
"Davis-street, Berkeleysquare","crimeLocation","51.50853","-0.12574","1"
"Davis-street, Grosvenor-square","crimeLocation","51.50853","-0.12574","1"
"Davis. street","crimeLocation","51.529097","0.031768","1"
"Dawes Street, in the Broadway, Westminster","crimeLocation","51.5","-0.11667","1"
"Deal-street, Mile-end New-town","crimeLocation","51.50853","-0.12574","1"
"Dean's-court, New Round-court, Strand","crimeLocation","51.50853","-0.12574","2"
"Dean's-court, Old Bailey","crimeLocation","51.51583","-0.10191","1"
"Dean's-court, St. Martin's","crimeLocation","51.50853","-0.12574","2"
"Dean's-yard","crimeLocation","51.498962","-0.129229","2"
"Dean-Street, Soho","crimeLocation","51.514114","-0.132807","2"
"Dean-street into St. Ann's-court","crimeLocation","51.50853","-0.12574","1"
"Dean-street, Fetter-lane","crimeLocation","51.50853","-0.12574","2"
"Dean-street, Lisson-grove","crimeLocation","51.50853","-0.12574","4"
"Dean-street, Soho","crimeLocation","","","11"
"Dean-street, Soho,","crimeLocation","51.514114","-0.132807","1"
"Dean-street, Soho, in the parish of St. Ann, Westminster","crimeLocation","51.5","-0.11667","2"
"Dean-street, South Audley-street","crimeLocation","51.50853","-0.12574","2"
"Dean-street, Wapping","crimeLocation","51.50506","-0.05682","1"
"Dean-street, Westminster","crimeLocation","51.514114","-0.132807","3"
"Delahaye-Street , Westminster","crimeLocation","51.5","-0.11667","1"
"Delaware Arms","crimeLocation","51.50853","-0.12574","1"
"Delehay-street, Westminister","crimeLocation","51.50853","-0.12574","1"
"Denmark Court, in the Strand","crimeLocation","51.392502","-0.199959","1"
"Denmark street, Ratcliff Highway","crimeLocation","51.50853","-0.12574","1"
"Denmark-court","crimeLocation","51.392746","-0.199739","1"
"Denmark-street","crimeLocation","51.515434","-0.129073","8"
"Denmark-street in Ratcliffe High-way","crimeLocation","51.50853","-0.12574","1"
"Denmark-street, Ratcliffe-highway","crimeLocation","51.50853","-0.12574","2"
"Denmark-street, St. George's in the East","crimeLocation","51.52332","-0.03888","2"
"Denmark-street, St. Giles'","crimeLocation","51.515434","-0.129073","1"
"Denmark-street, St. Giles's","crimeLocation","51.50853","-0.12574","2"
"Denzell-street, Clare-market","crimeLocation","51.50853","-0.12574","1"
"Deptford","crimeLocation","51.475845","-0.021516","9"
"Deptford-creek","crimeLocation","51.479385","-0.018717","2"
"Derby-court","crimeLocation","51.50853","-0.12574","1"
"Derby-place, Bayswater","crimeLocation","51.51116","-0.18426","1"
"Derby-road, Kingsland","crimeLocation","51.5434","-0.07669","1"
"Derby-street","crimeLocation","51.506419","-0.149958","3"
"Devol's lane, leading out of Islington","crimeLocation","51.53622","-0.10304","1"
"Devonshire street","crimeLocation","51.488599","-0.255539","1"
"Devonshire-court, Nicholl-street, St. Matthew, Green","crimeLocation","51.50853","-0.12574","1"
"Devonshire-place","crimeLocation","51.523207","-0.150418","4"
"Devonshire-place, Marylebone","crimeLocation","51.523207","-0.150418","1"
"Devonshire-place, St. Botolph without Bishopgate","crimeLocation","51.50853","-0.12574","1"
"Devonshire-square","crimeLocation","51.39668","0.024218","2"
"Devonshire-street","crimeLocation","51.488599","-0.255539","5"
"Devonshire-street, Bethnal green","crimeLocation","51.52718","-0.06109","1"
"Devonshire-street, Bishopsgate","crimeLocation","51.51635","-0.08144","1"
"Devonshire-street, Lisson-grove","crimeLocation","51.50853","-0.12574","3"
"Devonshire-street, Mary-le-bone","crimeLocation","51.52541","-0.16806","1"
"Devonshire-street, Mile-end","crimeLocation","51.52501","-0.03176","1"
"Devonshire-street, Portland-place","crimeLocation","51.50853","-0.12574","1"
"Devonshire-street, Portland-road","crimeLocation","51.50853","-0.12574","1"
"Devonshire-street, Queen-square","crimeLocation","51.50853","-0.12574","2"
"Devonshire-street, in Bishopsgate-street","crimeLocation","51.50853","-0.12574","1"
"Dice key","crimeLocation","51.50853","-0.12574","2"
"Dice-Quay gateway, in Thames-street","crimeLocation","51.50853","-0.12574","1"
"Dice-key","crimeLocation","51.50853","-0.12574","5"
"Dice-quay","crimeLocation","51.50853","-0.12574","2"
"Dick's coffee-house, Fleet-street","crimeLocation","51.50853","-0.12574","2"
"Diet-street, St. Giles's","crimeLocation","51.50853","-0.12574","1"
"Diot street, St. Giles's","crimeLocation","51.50853","-0.12574","2"
"Diot-street","crimeLocation","51.50853","-0.12574","1"
"Ditton near Uxbridge","crimeLocation","51.54863","-0.48048","1"
"Dock wall","crimeLocation","51.50853","-0.12574","1"
"Dock-street","crimeLocation","51.510249","-0.068264","2"
"Dock-street, East Smithfield","crimeLocation","51.50853","-0.12574","2"
"Doctor's-commons","crimeLocation","51.50853","-0.12574","1"
"Dog and Duck, public-house, in Tottenham-court-road","crimeLocation","51.51659","-0.13083","1"
"Dog-row","crimeLocation","51.50853","-0.12574","2"
"Dog-row, Bethnal Green","crimeLocation","51.52718","-0.06109","1"
"Dog-row, Bethnal-green","crimeLocation","51.52718","-0.06109","2"
"Dogget's-court, Moorfields","crimeLocation","51.50853","-0.12574","1"
"Dolphin public-house, in Oxford-street","crimeLocation","51.51475","-0.14608","2"
"Dolphin yard, Bishopsgate without","crimeLocation","51.50853","-0.12574","1"
"Dolphin, in Cannon-street, St. George's in the East","crimeLocation","51.52332","-0.03888","1"
"Donk-street","crimeLocation","51.50853","-0.12574","1"
"Dorrington-street, Clerkenwell","crimeLocation","51.519702","-0.109369","2"
"Dorset-Street, Spital-Fields","crimeLocation","51.50853","-0.12574","2"
"Dorset-mews, West, Baker-street","crimeLocation","51.52322","-0.15778","1"
"Dorset-place","crimeLocation","51.546536","-0.00173","1"
"Dorset-place, Dorset-square","crimeLocation","51.50853","-0.12574","1"
"Dorset-place, Pall Mall East","crimeLocation","51.52332","-0.03888","1"
"Dorset-square","crimeLocation","51.522642","-0.160464","1"
"Dorset-street","crimeLocation","51.519628","-0.155213","2"
"Dorset-street, Manchester-square","crimeLocation","51.50853","-0.12574","1"
"Dorset-street, Spitalfields","crimeLocation","51.5202","-0.07436","2"
"Dorset-street. in the parish of St. Mary-le-bone","crimeLocation","51.52541","-0.16806","1"
"Doughty-mews","crimeLocation","51.522873","-0.116903","2"
"Douglas-street, Westminster","crimeLocation","51.491552","-0.13404","1"
"Dove Court, Lombard Street","crimeLocation","51.50853","-0.12574","1"
"Dove-Court in Gutter-Lane","crimeLocation","51.50853","-0.12574","1"
"Dove-place, Dog-row","crimeLocation","51.50853","-0.12574","1"
"Dove-row, Margaret-street, Hackney-road, in the parish of St. Leonard, Shoreditch","crimeLocation","38.47429","-76.50634","2"
"Dover Castle, public-house, Portland-place","crimeLocation","51.50853","-0.12574","1"
"Dover street","crimeLocation","51.508393","-0.142162","2"
"Dover-street","crimeLocation","51.508393","-0.142162","6"
"Dover-street, Piccadilly","crimeLocation","51.506626","-0.142705","2"
"Dover-yard","crimeLocation","51.507881","-0.142912","1"
"Dowgate","defendantHome","51.50853","-0.12574","1"
"Dowgate Hill","crimeLocation","51.50853","-0.12574","2"
"Dowgate Wharf","crimeLocation","51.50853","-0.12574","2"
"Dowgate-hill","crimeLocation","51.50853","-0.12574","3"
"Dowgate-wharf","crimeLocation","51.50853","-0.12574","1"
"Dowl-street, Wapping","crimeLocation","51.50506","-0.05682","1"
"Dowling-place, Kingsland-road","crimeLocation","51.50853","-0.12574","1"
"Down-street","crimeLocation","51.504753","-0.147882","1"
"Downing-street","crimeLocation","51.503167","-0.126211","1"
"Downing-street, St. Margaret's, Westminster","crimeLocation","51.5","-0.11667","1"
"Downing-street, Westminster","crimeLocation","51.503167","-0.126211","2"
"Downshire-hill","crimeLocation","51.555662","-0.170293","1"
"Dr. Butler's Head tavern, in White Rose-court, Coleman-street","crimeLocation","51.51601","-0.08983","1"
"Drayton","crimeLocation","51.503513","-0.46627","3"
"Drayton, in Buckinghamshire","crimeLocation","51.50853","-0.12574","2"
"Drayton-green, Ealing","crimeLocation","51.516438","-0.33015","1"
"Drum, public-house, at Old-Brentford","crimeLocation","51.48619","-0.3083","1"
"Drum-Ally in Drury-Lane","crimeLocation","51.51278","-0.12038","1"
"Drummond-street","crimeLocation","51.526871","-0.137346","2"
"Drury Lane","crimeLocation","","","3"
"Drury Lane play-house","crimeLocation","51.50853","-0.12574","2"
"Drury lane","crimeLocation","51.514507","-0.121907","2"
"Drury lane theatre","crimeLocation","51.513039","-0.12013","1"
"Drury-Lane","crimeLocation","","","7"
"Drury-court, Strand","crimeLocation","51.50853","-0.12574","1"
"Drury-lane","crimeLocation","51.514507","-0.121907","73"
"Drury-lane Play-house","crimeLocation","51.50853","-0.12574","2"
"Drury-lane Playhouse","crimeLocation","51.50853","-0.12574","1"
"Drury-lane Theatre","crimeLocation","51.513039","-0.12013","5"
"Drury-lane play-house","crimeLocation","","","3"
"Drury-lane playhouse","crimeLocation","","","3"
"Drury-lane theatre","crimeLocation","","","2"
"Drury-lane, by the end of Middlesex-court","crimeLocation","51.50853","-0.12574","2"
"Drury-lane, near Great Queen-street","crimeLocation","","","3"
"Drury-lane-playhouse","crimeLocation","51.50853","-0.12574","1"
"Duchess of York, public-house, Kingsland-road","crimeLocation","51.50853","-0.12574","1"
"Duck Lane","crimeLocation","51.513994","-0.134798","1"
"Duck Lane, near Smithfield","crimeLocation","54.980048","-2.875102","1"
